id,x1,x2,y
4772,471,424,281
4773,791,381,451
4774,169,655,534
4775,26,543,886
4776,664,218,947
4777,892,603,782
4778,927,231,455
4779,663,619,879
4780,341,348,791
4781,595,553,826
4782,6,924,643
4783,376,644,1000
4784,599,857,614
4785,737,762,6
4786,216,707,548
4787,824,937,784
4788,661,1000,407
4789,356,468,204
4790,419,232,310
4791,855,721,13
4792,922,849,260
4793,460,227,649
4794,520,797,487
4795,163,396,21
4796,873,627,346
4797,893,230,940
4798,705,323,123
4799,276,908,928
4800,988,919,414
4801,947,817,328
4802,703,207,478
4803,21,387,609
4804,668,707,644
4805,309,750,718
4806,592,579,673
4807,831,264,627
4808,774,354,325
4809,966,594,106
4810,328,819,702
4811,781,728,109
4812,282,308,108
4813,307,412,435
4814,468,278,658
4815,198,709,757
4816,645,439,256
4817,770,627,451
4818,343,759,730
4819,859,486,186
4820,603,265,732
4821,349,706,332
4822,837,495,846
4823,824,471,825
4824,670,406,331
4825,712,423,81
4826,717,959,157
4827,647,423,877
4828,47,563,797
4829,167,646,341
4830,167,934,597
4831,995,437,593
4832,949,391,79
4833,93,307,688
4834,666,223,711
4835,792,995,825
4836,918,377,657
4837,781,614,265
4838,184,225,554
4839,403,461,777
4840,177,767,152
4841,599,352,444
4842,715,371,492
4843,339,584,802
4844,449,396,946
4845,276,857,850
4846,633,715,896
4847,517,338,821
4848,93,290,686
4849,165,851,225
4850,598,269,266
4851,16,335,664
4852,672,457,968
4853,953,304,183
4854,908,454,43
4855,761,931,136
4856,915,282,300
4857,641,969,873
4858,606,649,437
4859,349,454,733
4860,928,298,673
4861,772,271,124
4862,23,457,713
4863,289,372,70
4864,61,642,904
4865,253,873,974
4866,991,773,361
4867,200,277,440
4868,469,673,273
4869,743,950,149
4870,369,400,205
4871,623,431,646
4872,427,714,845
4873,50,931,164
4874,486,567,36
4875,149,620,213
4876,664,617,751
4877,691,532,514
4878,381,621,523
4879,510,408,104
4880,475,545,100
4881,103,730,384
4882,934,508,583
4883,188,958,82
4884,260,880,290
4885,895,710,256
4886,509,953,345
4887,196,949,451
4888,132,327,94
4889,132,708,68
4890,45,567,826
4891,543,973,707
4892,232,893,195
4893,678,227,556
4894,303,672,56
4895,595,598,884
4896,989,489,441
4897,388,900,529
4898,789,527,979
4899,403,655,525
4900,955,898,938
4901,183,715,125
4902,44,294,242
4903,812,866,467
4904,313,457,176
4905,540,416,978
4906,510,318,832
4907,598,237,459
4908,736,926,985
4909,949,835,985
4910,901,645,433
4911,228,601,889
4912,708,922,958
4913,890,719,764
4914,240,991,251
4915,840,265,404
4916,288,555,764
4917,341,504,149
4918,912,895,527
4919,527,997,412
4920,320,206,587
4921,245,902,920
4922,393,525,906
4923,904,610,896
4924,181,673,582
4925,863,270,704
4926,259,312,385
4927,848,518,393
4928,197,580,847
4929,768,355,98
4930,78,920,934
4931,112,704,183
4932,643,877,146
4933,622,727,971
4934,603,612,536
4935,917,993,621
4936,487,949,863
4937,679,331,275
4938,149,242,672
4939,261,753,398
4940,743,844,140
4941,851,621,366
4942,978,433,269
4943,936,504,392
4944,341,793,783
4945,765,659,817
4946,273,294,632
4947,255,562,745
4948,995,827,879
4949,860,649,444
4950,103,448,561
4951,497,317,866
4952,716,386,439
4953,96,363,274
4954,824,569,789
4955,970,536,339
4956,505,774,38
4957,49,474,737
4958,324,517,142
4959,647,356,699
4960,501,997,346
4961,164,755,319
4962,0,287,922
4963,386,585,692
4964,757,904,285
4965,339,927,990
4966,575,309,1000
4967,626,631,166
4968,829,416,333
4969,832,470,74
4970,984,816,919
4971,154,772,902
4972,481,946,733
4973,353,482,631
4974,806,537,504
4975,767,556,197
4976,740,772,361
4977,635,359,37
4978,584,986,613
4979,212,379,962
4980,474,320,940
4981,46,779,218
4982,465,889,812
4983,926,948,147
4984,72,799,247
4985,168,716,810
4986,500,765,525
4987,567,958,480
4988,706,320,121
4989,577,825,41
4990,898,767,478
4991,414,541,595
4992,571,836,593
4993,321,542,111
4994,136,518,767
4995,499,314,555
4996,428,489,269
4997,31,306,869
4998,129,257,607
4999,261,996,780
5000,4,796,676
5001,278,733,893
5002,150,909,386
5003,681,282,909
5004,169,659,747
5005,90,258,338
5006,982,604,374
5007,134,592,106
5008,170,263,337
5009,160,305,972
5010,620,626,22
5011,260,737,386
5012,638,523,480
5013,28,779,363
5014,324,762,588
5015,902,801,149
5016,868,460,871
5017,317,209,567
5018,963,948,389
5019,643,701,55
5020,89,617,569
5021,862,382,682
5022,241,939,939
5023,440,297,697
5024,830,945,722
5025,157,370,972
5026,663,759,25
5027,182,263,571
5028,768,253,506
5029,880,205,699
5030,13,205,446
5031,409,555,393
5032,538,340,283
5033,369,654,455
5034,360,845,673
5035,625,247,780
5036,765,854,800
5037,745,925,605
5038,774,489,349
5039,329,459,830
5040,729,657,349
5041,802,572,184
5042,86,504,551
5043,500,542,497
5044,689,848,709
5045,333,352,558
5046,55,342,824
5047,102,447,320
5048,371,212,504
5049,268,602,249
5050,543,440,214
5051,600,624,450
5052,450,796,244
5053,140,455,138
5054,829,353,193
5055,386,321,405
5056,615,824,738
5057,102,801,426
5058,930,226,599
5059,863,723,983
5060,353,653,202
5061,561,538,689
5062,65,460,986
5063,672,983,428
5064,882,240,360
5065,134,543,780
5066,657,844,390
5067,941,693,402
5068,659,705,113
5069,835,577,39
5070,617,533,791
5071,225,616,825
5072,977,851,431
5073,667,408,894
5074,672,398,164
5075,842,840,453
5076,215,971,991
5077,188,750,901
5078,648,210,630
5079,581,463,304
5080,278,771,558
5081,955,738,86
5082,159,999,763
5083,132,949,410
5084,786,379,636
5085,206,922,275
5086,64,579,199
5087,904,566,557
5088,194,786,242
5089,920,367,281
5090,734,650,134
5091,701,420,11
5092,233,790,474
5093,703,355,835
5094,527,796,921
5095,807,614,184
5096,456,623,353
5097,44,972,596
5098,644,730,905
5099,418,553,39
5100,214,789,197
5101,61,325,748
5102,369,208,414
5103,585,807,229
5104,824,737,200
5105,442,751,999
5106,323,894,669
5107,686,842,395
5108,169,772,766
5109,837,605,971
5110,281,877,784
5111,480,859,749
5112,17,602,235
5113,840,805,714
5114,648,771,238
5115,398,934,508
5116,21,514,342
5117,471,951,166
5118,509,819,277
5119,822,279,149
5120,338,257,417
5121,389,994,82
5122,645,800,771
5123,576,613,590
5124,992,501,165
5125,988,699,465
5126,276,865,168
5127,709,234,680
5128,586,711,766
5129,267,317,32
5130,124,772,724
5131,442,331,149
5132,706,644,873
5133,152,537,436
5134,333,549,928
5135,553,801,356
5136,699,810,603
5137,925,832,548
5138,682,922,382
5139,29,581,997
5140,201,618,551
5141,988,663,304
5142,209,696,186
5143,300,824,744
5144,429,948,958
5145,984,969,46
5146,921,676,741
5147,76,957,843
5148,573,443,652
5149,384,369,88
5150,47,926,142
5151,532,962,482
5152,53,918,792
5153,203,751,7
5154,709,200,776
5155,779,465,460
5156,444,559,349
5157,956,874,621
5158,674,440,624
5159,485,366,963
5160,221,414,934
5161,164,703,256
5162,743,750,265
5163,940,729,26
5164,941,546,160
5165,16,997,656
5166,163,372,877
5167,666,500,265
5168,220,289,68
5169,290,897,699
5170,835,288,291
5171,297,376,478
5172,865,228,666
5173,255,434,676
5174,774,711,971
5175,499,208,96
5176,518,318,806
5177,212,325,856
5178,139,440,325
5179,179,817,850
5180,997,683,587
5181,586,434,525
5182,666,781,314
5183,992,769,508
5184,983,401,718
5185,585,386,284
5186,328,948,129
5187,564,273,425
5188,940,985,155
5189,856,877,415
5190,71,263,226
5191,138,897,220
5192,660,663,572
5193,384,730,657
5194,876,984,582
5195,968,358,967
5196,601,914,609
5197,801,763,893
5198,299,967,696
5199,278,565,231
5200,772,584,524
5201,75,433,533
5202,373,343,955
5203,937,579,284
5204,800,356,373
5205,41,356,939
5206,215,838,207
5207,900,718,40
5208,120,924,533
5209,291,923,633
5210,91,412,781
5211,145,435,892
5212,501,551,158
5213,631,877,829
5214,801,947,515
5215,984,713,82
5216,4,597,147
5217,393,453,692
5218,144,551,810
5219,787,624,60
5220,160,719,931
5221,436,497,534
5222,282,795,327
5223,61,583,627
5224,1000,367,771
5225,767,704,573
5226,643,365,789
5227,24,933,530
5228,477,429,528
5229,719,628,816
5230,689,715,756
5231,43,616,815
5232,967,590,387
5233,658,900,288
5234,426,326,203
5235,879,789,665
5236,671,902,130
5237,529,804,190
5238,142,292,63
5239,686,455,762
5240,309,560,236
5241,599,666,970
5242,996,806,383
5243,916,305,350
5244,510,701,7
5245,307,612,665
5246,619,423,219
5247,399,327,978
5248,961,635,261
5249,42,930,185
5250,205,532,714
5251,137,343,807
5252,148,965,557
5253,918,358,33
5254,18,585,594
5255,103,428,578
5256,493,395,713
5257,792,394,591
5258,653,490,835
5259,325,401,798
5260,804,242,620
5261,674,285,768
5262,276,549,319
5263,863,281,425
5264,283,396,249
5265,269,593,297
5266,569,254,65
5267,177,260,975
5268,657,693,209
5269,926,307,239
5270,102,627,578
5271,658,678,668
5272,151,309,627
5273,294,745,606
5274,719,446,35
5275,482,338,678
5276,708,436,12
5277,382,476,647
5278,342,556,194
5279,485,518,381
5280,259,551,8
5281,231,358,463
5282,381,384,309
5283,207,833,146
5284,870,826,594
5285,823,283,415
5286,655,454,564
5287,55,428,536
5288,272,396,751
5289,468,489,275
5290,352,307,909
5291,591,763,753
5292,727,604,937
5293,30,824,381
5294,493,506,609
5295,560,767,49
5296,531,434,72
5297,383,496,251
5298,184,305,842
5299,690,533,259
5300,156,733,939
5301,508,228,166
5302,903,604,131
5303,399,275,300
5304,461,952,100
5305,562,678,849
5306,523,763,281
5307,144,520,144
5308,983,538,847
5309,901,822,665
5310,471,519,153
5311,455,596,484
5312,574,740,15
5313,123,726,421
5314,92,935,495
5315,67,563,256
5316,149,306,108
5317,908,481,194
5318,837,229,603
5319,163,342,652
5320,419,971,432
5321,327,568,819
5322,367,366,249
5323,495,333,86
5324,220,623,11
5325,783,281,201
5326,734,634,804
5327,100,847,876
5328,172,764,244
5329,322,568,225
5330,582,218,130
5331,791,933,358
5332,749,639,592
5333,173,973,565
5334,210,304,282
5335,491,571,924
5336,455,694,674
5337,371,295,625
5338,659,477,315
5339,508,343,151
5340,447,902,296
5341,253,400,167
5342,808,208,572
5343,171,321,900
5344,418,427,514
5345,417,745,728
5346,117,748,380
5347,340,715,794
5348,233,669,889
5349,429,763,81
5350,531,202,467
5351,222,315,423
5352,220,724,496
5353,175,930,284
5354,301,912,911
5355,893,426,930
5356,963,591,887
5357,236,912,848
5358,54,224,43
5359,964,495,337
5360,623,355,543
5361,765,636,879
5362,878,488,470
5363,287,456,808
5364,767,288,933
5365,585,279,428
5366,623,385,568
5367,600,393,2
5368,807,593,887
5369,539,335,165
5370,138,760,113
5371,413,954,181
5372,569,380,1
5373,342,431,683
5374,657,824,278
5375,572,868,549
5376,380,568,961
5377,218,822,703
5378,160,707,200
5379,894,362,971
5380,592,358,832
5381,488,841,337
5382,200,477,752
5383,654,639,655
5384,544,760,329
5385,211,299,658
5386,307,213,259
5387,992,725,911
5388,535,258,24
5389,294,207,496
5390,982,775,694
5391,660,806,993
5392,535,878,54
5393,696,778,628
5394,662,822,754
5395,651,819,21
5396,114,274,492
5397,616,578,318
5398,336,374,853
5399,307,512,407
5400,105,394,689
5401,59,293,458
5402,505,583,32
5403,641,939,959
5404,25,541,251
5405,580,691,98
5406,191,581,116
5407,472,344,67
5408,533,607,543
5409,961,691,935
5410,90,441,584
5411,232,652,587
5412,394,805,436
5413,805,391,482
5414,239,215,440
5415,33,383,500
5416,283,707,224
5417,834,778,309
5418,502,639,66
5419,402,659,876
5420,757,371,507
5421,894,999,984
5422,730,448,709
5423,930,826,839
5424,772,743,643
5425,738,676,599
5426,82,551,438
5427,184,845,313
5428,585,597,549
5429,771,553,85
5430,725,777,296
5431,688,290,892
5432,494,710,823
5433,423,514,893
5434,940,642,407
5435,710,876,703
5436,828,989,950
5437,602,982,556
5438,733,588,860
5439,549,462,367
5440,997,400,637
5441,566,783,914
5442,733,271,975
5443,687,330,909
5444,320,263,402
5445,149,795,311
5446,912,526,323
5447,428,407,840
5448,560,443,800
5449,40,550,387
5450,301,908,38
5451,975,287,336
5452,683,693,316
5453,93,593,119
5454,95,263,876
5455,978,805,406
5456,711,819,191
5457,100,666,132
5458,858,779,650
5459,45,614,969
5460,377,292,183
5461,570,400,10
5462,299,846,362
5463,330,511,954
5464,136,434,868
5465,227,873,171
5466,752,724,922
5467,737,678,354
5468,395,374,437
5469,173,209,54
5470,951,789,151
5471,26,765,80
5472,637,846,250
5473,14,988,583
5474,737,380,343
5475,397,218,68
5476,856,619,634
5477,611,692,937
5478,297,461,137
5479,78,376,136
5480,970,937,327
5481,962,787,696
5482,710,562,927
5483,76,584,948
5484,574,520,222
5485,85,544,627
5486,724,267,894
5487,541,412,138
5488,586,549,336
5489,571,716,882
5490,522,987,676
5491,632,529,270
5492,981,405,729
5493,439,368,973
5494,538,761,864
5495,765,341,405
5496,227,785,573
5497,974,256,422
5498,311,489,839
5499,576,370,279
5500,597,714,648
5501,997,806,749
5502,943,331,768
5503,954,225,899
5504,948,850,760
5505,743,502,346
5506,873,518,912
5507,116,900,857
5508,191,243,759
5509,902,891,803
5510,881,450,506
5511,451,1000,115
5512,831,976,118
5513,591,557,724
5514,590,840,750
5515,996,460,363
5516,889,715,933
5517,308,824,681
5518,37,236,37
5519,372,247,859
5520,639,660,257
5521,276,528,921
5522,302,247,723
5523,862,506,780
5524,358,628,615
5525,568,390,220
5526,602,616,689
5527,120,957,231
5528,330,803,256
5529,627,485,781
5530,352,249,401
5531,909,607,969
5532,226,800,825
5533,843,219,843
5534,607,376,126
5535,50,538,408
5536,927,561,540
5537,469,241,485
5538,479,724,352
5539,937,900,349
5540,720,385,394
5541,337,476,978
5542,86,478,792
5543,536,870,567
5544,805,725,243
5545,628,970,815
5546,357,772,345
5547,88,624,711
5548,876,374,654
5549,224,476,605
5550,806,618,73
5551,850,666,212
5552,786,826,402
5553,718,863,46
5554,137,672,340
5555,910,489,485
5556,99,575,634
5557,653,789,423
5558,444,473,459
5559,635,498,730
5560,851,603,543
5561,280,720,490
5562,635,304,9
5563,948,404,864
5564,704,733,108
5565,167,277,156
5566,437,827,562
5567,844,461,351
5568,579,466,258
5569,597,325,917
5570,193,908,369
5571,923,723,767
5572,429,645,832
5573,622,456,851
5574,638,727,74
5575,78,424,536
5576,458,518,452
5577,588,652,764
5578,185,820,935
5579,261,974,990
5580,263,378,472
5581,600,627,502
5582,456,740,609
5583,160,475,662
5584,942,574,327
5585,444,941,380
5586,22,467,49
5587,938,222,792
5588,94,264,535
5589,195,768,585
5590,450,835,143
5591,978,370,501
5592,328,831,18
5593,670,814,975
5594,441,855,383
5595,381,473,227
5596,460,940,669
5597,813,456,682
5598,534,292,693
5599,549,643,215
5600,311,816,523
5601,759,323,673
5602,45,594,848
5603,660,672,228
5604,131,800,794
5605,785,777,715
5606,755,300,257
5607,545,619,773
5608,801,631,834
5609,62,387,176
5610,88,972,177
5611,994,954,594
5612,274,867,496
5613,826,891,746
5614,834,855,487
5615,400,786,247
5616,132,578,332
5617,611,749,934
5618,112,474,902
5619,324,378,353
5620,228,493,919
5621,652,991,780
5622,650,736,432
5623,400,745,432
5624,685,375,588
5625,455,234,475
5626,474,691,775
5627,783,931,29
5628,691,270,724
5629,234,894,518
5630,35,656,56
5631,915,525,8
5632,422,808,569
5633,662,458,120
5634,787,346,580
5635,188,814,255
5636,190,427,819
5637,596,800,740
5638,647,676,459
5639,503,300,242
5640,319,529,756
5641,398,704,907
5642,879,836,563
5643,311,674,485
5644,788,724,310
5645,286,267,517
5646,740,227,464
5647,598,766,69
5648,590,720,163
5649,130,833,394
5650,601,821,779
5651,398,903,781
5652,359,571,172
5653,828,781,650
5654,211,235,910
5655,586,504,716
5656,535,781,808
5657,377,361,455
5658,34,558,144
5659,287,321,65
5660,57,357,214
5661,717,762,918
5662,977,411,243
5663,297,901,354
5664,319,342,736
5665,683,297,514
5666,332,552,932
5667,549,369,284
5668,387,780,539
5669,915,509,725
5670,318,759,158
5671,290,506,237
5672,537,389,891
5673,799,945,472
5674,735,515,599
5675,814,705,620
5676,531,820,357
5677,980,738,250
5678,251,615,840
5679,980,516,58
5680,891,641,553
5681,445,210,449
5682,73,230,650
5683,629,852,36
5684,274,552,972
5685,675,569,944
5686,252,612,721
5687,116,338,261
5688,495,508,267
5689,94,483,79
5690,401,836,712
5691,411,735,415
5692,822,298,304
5693,798,692,312
5694,533,873,4
5695,514,221,11
5696,999,610,204
5697,211,452,535
5698,615,257,256
5699,523,682,360
5700,238,580,704
5701,363,993,811
5702,167,924,639
5703,784,760,354
5704,950,999,207
5705,890,385,900
5706,526,239,215
5707,312,752,981
5708,821,782,320
5709,47,613,679
5710,61,777,541
5711,370,384,686
5712,260,221,571
5713,839,544,258
5714,773,552,526
5715,511,483,900
5716,655,315,231
5717,813,447,892
5718,139,293,165
5719,577,972,20
5720,537,216,95
5721,68,559,227
5722,620,366,340
5723,693,424,656
5724,327,422,973
5725,479,966,626
5726,451,751,324
5727,70,386,586
5728,819,492,48
5729,339,940,379
5730,414,718,871
5731,654,429,642
5732,969,562,438
5733,965,667,379
5734,138,995,721
5735,470,441,838
5736,234,311,123
5737,300,747,91
5738,285,858,159
5739,21,342,477
5740,433,483,902
5741,137,352,481
5742,424,273,115
5743,379,604,219
5744,313,860,837
5745,380,380,317
5746,31,585,672
5747,907,478,394
5748,332,630,993
5749,374,683,719
5750,635,740,528
5751,805,371,17
5752,517,550,752
5753,24,486,704
5754,646,641,518
5755,297,384,689
5756,468,866,316
5757,201,315,423
5758,640,714,267
5759,686,354,332
5760,695,679,858
5761,928,734,531
5762,691,507,536
5763,181,688,854
5764,929,551,376
5765,520,910,655
5766,798,230,452
5767,651,396,253
5768,3,340,702
5769,494,533,842
5770,329,435,505
5771,633,424,692
5772,238,211,511
5773,192,962,838
5774,403,718,649
5775,786,783,83
5776,63,986,636
5777,518,970,290
5778,130,454,27
5779,363,929,923
5780,503,852,194
5781,184,580,79
5782,191,319,811
5783,553,377,434
5784,129,520,842
5785,676,928,674
5786,69,817,512
5787,928,578,706
5788,621,695,172
5789,922,281,197
5790,467,893,931
5791,904,774,969
5792,967,867,559
5793,941,959,394
5794,346,893,740
5795,404,218,852
5796,606,329,860
5797,884,544,288
5798,790,200,694
5799,874,245,248
5800,714,785,501
5801,367,726,842
5802,752,915,841
5803,713,925,290
5804,531,389,342
5805,251,324,323
5806,612,221,758
5807,468,853,112
5808,176,351,291
5809,34,498,971
5810,23,526,885
5811,763,987,952
5812,453,232,865
5813,155,569,641
5814,565,587,848
5815,39,776,851
5816,100,597,64
5817,303,496,871
5818,476,696,442
5819,285,811,73
5820,810,402,829
5821,734,664,959
5822,894,827,436
5823,835,357,198
5824,907,707,595
5825,420,797,690
5826,841,431,398
5827,534,552,316
5828,474,806,328
5829,979,858,715
5830,466,319,220
5831,510,322,244
5832,182,677,307
5833,25,711,396
5834,360,800,944
5835,471,494,757
5836,742,554,420
5837,57,242,137
5838,829,628,789
5839,278,940,560
5840,617,584,962
5841,189,487,283
5842,80,844,892
5843,71,897,224
5844,19,601,710
5845,156,522,647
5846,32,516,296
5847,791,238,823
5848,684,746,919
5849,194,879,648
5850,343,232,736
5851,357,259,941
5852,545,578,56
5853,542,732,400
5854,746,1000,104
5855,835,876,35
5856,719,433,854
5857,785,977,511
5858,576,503,182
5859,726,220,259
5860,420,439,783
5861,260,497,800
5862,463,479,431
5863,361,989,301
5864,490,220,892
5865,82,971,603
5866,439,848,939
5867,278,385,350
5868,896,497,338
5869,863,201,254
5870,599,507,924
5871,343,443,831
5872,14,355,438
5873,717,959,533
5874,864,490,504
5875,706,627,139
5876,503,328,980
5877,291,627,225
5878,840,485,544
5879,184,702,284
5880,492,603,901
5881,193,570,397
5882,834,966,584
5883,962,243,54
5884,67,233,220
5885,887,387,965
5886,920,812,790
5887,621,316,520
5888,914,492,770
5889,642,423,753
5890,742,482,87
5891,539,282,691
5892,899,836,28
5893,702,780,51
5894,363,485,441
5895,741,769,958
5896,105,611,283
5897,985,729,151
5898,941,622,534
5899,453,275,816
5900,345,915,598
5901,204,483,640
5902,743,729,18
5903,922,545,180
5904,312,961,17
5905,783,938,646
5906,121,383,282
5907,672,205,277
5908,776,703,779
5909,780,366,82
5910,593,930,707
5911,309,766,99
5912,291,737,658
5913,269,859,401
5914,291,847,227
5915,335,641,168
5916,274,264,25
5917,848,531,851
5918,550,503,450
5919,140,330,412
5920,234,381,684
5921,868,748,104
5922,294,204,530
5923,690,658,824
5924,191,422,264
5925,659,799,293
5926,167,934,881
5927,244,595,378
5928,563,290,327
5929,800,492,241
5930,657,297,626
5931,639,991,372
5932,569,667,192
5933,565,778,150
5934,366,899,797
5935,423,805,100
5936,482,202,868
5937,617,730,29
5938,109,208,952
5939,307,859,915
5940,519,781,223
5941,660,538,297
5942,366,609,378
5943,171,459,607
5944,464,448,288
5945,18,902,745
5946,754,295,864
5947,33,862,250
5948,126,842,354
5949,29,954,700
5950,542,727,402
5951,820,946,300
5952,256,200,241
5953,487,627,336
5954,862,790,452
5955,770,708,841
5956,461,436,164
5957,812,446,855
5958,255,960,259
5959,239,911,77
5960,660,616,205
5961,998,793,150
5962,90,676,701
5963,218,928,397
5964,548,869,973
5965,485,493,14
5966,378,642,392
5967,436,538,819
5968,901,809,686
5969,856,278,751
5970,409,620,653
5971,471,948,549
5972,467,428,291
5973,259,779,200
5974,351,533,952
5975,614,981,132
5976,901,872,232
5977,945,283,164
5978,176,626,233
5979,551,577,13
5980,215,650,587
5981,14,464,359
5982,456,917,924
5983,119,212,848
5984,467,749,280
5985,111,569,27
5986,123,801,937
5987,264,834,483
5988,214,702,942
5989,112,911,238
5990,699,411,970
5991,580,546,733
5992,857,623,112
5993,43,643,343
5994,942,449,772
5995,546,450,250
5996,499,637,826
5997,882,224,758
5998,587,224,852
5999,194,438,722
6000,142,485,802
6001,167,333,419
6002,663,942,562
6003,928,832,740
6004,16,888,209
6005,276,968,448
6006,391,888,611
6007,210,816,636
6008,759,211,21
6009,806,666,181
6010,503,819,825
6011,524,512,498
6012,443,875,747
6013,95,326,114
6014,927,850,955
6015,732,202,175
6016,195,691,22
6017,172,991,122
6018,896,797,772
6019,784,414,785
6020,791,988,944
6021,862,318,388
6022,324,514,6
6023,50,667,255
6024,656,646,682
6025,55,357,252
6026,739,925,683
6027,400,722,940
6028,376,798,659
6029,451,413,347
6030,424,986,20
6031,795,282,189
6032,827,254,454
6033,954,1000,583
6034,978,502,659
6035,358,788,660
6036,547,590,775
6037,198,220,716
6038,689,686,858
6039,977,847,713
6040,856,642,658
6041,930,812,695
6042,319,916,572
6043,620,569,544
6044,512,703,510
6045,510,986,523
6046,564,295,270
6047,554,563,711
6048,829,220,186
6049,947,293,439
6050,431,588,234
6051,604,562,194
6052,407,831,793
6053,757,604,181
6054,628,678,407
6055,355,734,133
6056,295,709,746
6057,718,228,73
6058,196,971,112
6059,847,571,200
6060,610,943,638
6061,910,758,444
6062,422,955,783
6063,454,833,634
6064,215,745,50
6065,83,371,356
6066,396,909,126
6067,309,911,486
6068,100,718,423
6069,130,654,122
6070,430,720,324
6071,38,942,764
6072,898,282,117
6073,27,924,443
6074,989,894,631
6075,82,273,602
6076,369,512,548
6077,167,477,544
6078,331,874,31
6079,233,961,700
6080,796,507,85
6081,896,919,311
6082,89,967,886
6083,472,980,699
6084,62,231,725
6085,288,395,638
6086,550,597,1
6087,630,261,859
6088,43,742,705
6089,654,267,258
6090,831,452,437
6091,942,878,12
6092,259,588,322
6093,239,275,34
6094,508,313,752
6095,251,964,811
6096,424,855,732
6097,232,531,420
6098,207,769,275
6099,457,344,561
6100,98,914,442
6101,984,272,59
6102,139,348,542
6103,237,878,295
6104,880,686,531
6105,98,874,195
6106,840,737,133
6107,686,752,296
6108,15,845,712
6109,386,517,624
6110,344,600,178
6111,336,286,9
6112,671,258,716
6113,970,802,118
6114,990,508,164
6115,136,866,317
6116,602,365,789
6117,200,776,759
6118,868,771,418
6119,713,737,173
6120,300,849,228
6121,142,609,943
6122,806,393,10
6123,551,876,810
6124,360,376,200
6125,43,241,169
6126,399,280,776
6127,355,300,109
6128,521,637,442
6129,989,580,232
6130,484,662,526
6131,254,293,423
6132,147,747,86
6133,70,908,708
6134,836,733,181
6135,482,367,738
6136,213,445,583
6137,234,706,530
6138,893,890,263
6139,228,756,911
6140,314,859,977
6141,455,970,321
6142,393,510,174
6143,78,217,930
6144,436,967,629
6145,969,540,666
6146,421,838,426
6147,518,811,740
6148,819,915,647
6149,658,789,131
6150,894,850,551
6151,304,805,257
6152,748,624,417
6153,260,677,558
6154,949,994,416
6155,464,928,715
6156,862,203,896
6157,374,849,71
6158,553,675,642
6159,638,687,636
6160,368,782,927
6161,883,816,122
6162,612,645,648
6163,332,589,262
6164,334,428,889
6165,160,358,478
6166,804,730,739
6167,527,906,975
6168,576,686,355
6169,665,769,150
6170,752,286,738
6171,841,363,302
6172,398,663,311
6173,200,302,271
6174,789,631,726
6175,413,631,745
6176,746,378,530
6177,136,388,60
6178,518,896,282
6179,508,973,505
6180,291,277,310
6181,393,972,796
6182,571,253,369
6183,692,247,346
6184,645,459,31
6185,707,712,660
6186,581,836,145
6187,846,462,76
6188,402,323,388
6189,757,730,890
6190,259,802,945
6191,491,281,228
6192,61,390,549
6193,32,601,188
6194,979,672,263
6195,784,721,885
6196,123,603,249
6197,102,346,934
6198,226,665,149
6199,269,330,613
6200,215,204,31
6201,326,425,987
6202,657,265,144
6203,958,219,316
6204,951,586,99
6205,616,343,326
6206,401,913,547
6207,128,350,872
6208,231,295,846
6209,23,403,555
6210,779,290,420
6211,49,779,39
6212,105,969,825
6213,310,770,614
6214,660,458,955
6215,31,498,307
6216,248,915,614
6217,504,646,479
6218,919,486,861
6219,445,680,202
6220,653,635,740
6221,229,500,465
6222,749,726,371
6223,706,244,374
6224,313,908,602
6225,495,752,877
6226,384,503,215
6227,536,246,818
6228,439,858,519
6229,678,714,713
6230,60,632,74
6231,416,589,160
6232,812,527,11
6233,659,716,802
6234,429,231,886
6235,994,738,951
6236,570,797,802
6237,180,259,755
6238,510,805,505
6239,505,263,403
6240,423,680,99
6241,480,824,679
6242,758,669,537
6243,263,537,209
6244,929,726,333
6245,214,822,587
6246,712,808,848
6247,287,431,37
6248,526,236,30
6249,518,676,826
6250,123,910,65
6251,878,848,688
6252,328,435,271
6253,253,480,352
6254,27,851,681
6255,982,816,543
6256,254,745,383
6257,16,812,986
6258,276,600,247
6259,851,946,680
6260,582,866,803
6261,611,521,131
6262,651,270,989
6263,309,547,56
6264,364,558,114
6265,555,770,447
6266,57,592,424
6267,492,540,410
6268,588,798,369
6269,587,641,709
6270,595,221,169
6271,189,465,753
6272,6,352,896
6273,85,482,318
6274,873,637,190
6275,223,424,104
6276,678,374,669
6277,649,371,937
6278,405,263,106
6279,896,810,864
6280,485,498,974
6281,21,462,387
6282,889,687,290
6283,969,420,504
6284,898,387,36
6285,966,249,412
6286,96,749,742
6287,38,599,115
6288,911,402,752
6289,387,993,422
6290,313,935,673
6291,491,499,387
6292,496,358,49
6293,631,372,939
6294,900,451,398
6295,2,822,466
6296,56,394,552
6297,72,236,437
6298,4,345,489
6299,580,335,172
6300,310,246,731
6301,277,923,775
6302,957,860,260
6303,93,204,928
6304,77,772,567
6305,48,887,212
6306,295,493,417
6307,45,804,305
6308,126,550,527
6309,724,849,571
6310,776,727,410
6311,391,215,971
6312,794,787,354
6313,189,260,501
6314,450,864,593
6315,816,357,720
6316,40,969,172
6317,454,501,531
6318,306,896,747
6319,677,651,417
6320,505,307,622
6321,402,318,312
6322,370,257,957
6323,669,604,828
6324,723,984,526
